0.569593, 1.39581
1.14652, 1.3956
1.72588, 1.39592
2.29753, 1.39612
2.86837, 1.39604
3.44654, 1.39654
4.02639, 1.39658
4.60756, 1.39645
5.1784, 1.39622
5.75721, 1.39636
6.32821, 1.39624
6.9077, 1.39643
7.48766, 1.3966
8.05848, 1.3966
8.63782, 1.39655
9.20872, 1.39657
9.78782, 1.39669
10.3586, 1.39673
10.9378, 1.39677
11.5086, 1.39702
12.0876, 1.3971
12.6584, 1.39693
13.2378, 1.39673
13.8088, 1.39685
14.3836, 1.39698
14.955, 1.39697
15.5258, 1.39724
16.0967, 1.39735
16.6734, 1.39743
17.2448, 1.39753
17.8158, 1.39758
18.3866, 1.39751
18.9577, 1.39782
19.5352, 1.39795
20.1063, 1.39808
20.6772, 1.39831
21.2481, 1.39881
21.8235, 1.3989
22.395, 1.39876
22.9658, 1.39917
23.5366, 1.3988
24.1146, 1.39881
24.6856, 1.39898
25.2565, 1.39901
25.8331, 1.39899
26.4039, 1.39892
26.975, 1.39936
27.5459, 1.39952
28.1168, 1.39968
28.6878, 1.3998
29.2587, 1.39976
29.8331, 1.39997
30.4041, 1.40022
30.9751, 1.40042
31.5459, 1.4007
32.1168, 1.40084
32.6878, 1.40082
33.2586, 1.40089
33.8341, 1.40126
34.4052, 1.40126
34.9761, 1.4015
35.5469, 1.40158
36.1262, 1.40198
36.697, 1.40193
37.268, 1.40241
37.8434, 1.4025
38.4146, 1.40297
38.9856, 1.40326
39.5566, 1.40337
40.1331, 1.40372
40.7045, 1.40395
41.2754, 1.40427
41.8463, 1.40461
42.4228, 1.40484
43.0014, 1.405
43.5745, 1.40492
44.1456, 1.40541
44.7166, 1.40571
45.2935, 1.40599
45.8646, 1.40627
46.4398, 1.4063
47.0137, 1.40691
47.5847, 1.40717
48.1644, 1.40764
48.7354, 1.40775
49.3104, 1.40835
49.8845, 1.40856
50.4555, 1.40898
51.0276, 1.40947
51.5986, 1.40956
52.1735, 1.40979
52.7444, 1.41032
53.3156, 1.41086
53.8867, 1.41132
54.4652, 1.41153
55.0362, 1.41167
55.6148, 1.41223
56.1858, 1.41262
56.7566, 1.41299
57.3277, 1.4136
57.8985, 1.4138
58.4731, 1.41444
59.0445, 1.415
59.6157, 1.41506
60.1945, 1.4155
60.7655, 1.41588
61.3383, 1.41638
61.9136, 1.41688
62.4847, 1.41793
63.0559, 1.41833
63.6268, 1.41886
64.203, 1.41946
64.7742, 1.41982
65.3454, 1.42049
65.9164, 1.42093
66.4932, 1.42102
67.0647, 1.42181
67.6445, 1.42233
68.2155, 1.4229
68.7864, 1.42354
69.363, 1.4238
69.9341, 1.42424
70.5051, 1.4251
71.0759, 1.42561
71.6468, 1.42618
72.2248, 1.42685
72.7957, 1.42743
73.367, 1.42794
73.938, 1.4285
74.5089, 1.42905
75.0942, 1.42948
75.6655, 1.43007
76.2364, 1.43045
76.8127, 1.43119
77.3838, 1.4318
77.955, 1.43238
78.5259, 1.43278
79.0967, 1.43359
79.6748, 1.43403
80.2458, 1.43435
80.8166, 1.43494
81.3932, 1.43574
81.964, 1.43599
82.5351, 1.43658
83.1061, 1.43719
83.677, 1.43792
84.2479, 1.43861
84.8235, 1.43917
85.395, 1.43991
85.9659, 1.44059
86.5367, 1.44149
87.1076, 1.44184
87.6785, 1.44253
88.2534, 1.44295
88.8245, 1.44365
89.3956, 1.44423
89.9665, 1.44469
90.5428, 1.44558
91.1151, 1.44639
91.6943, 1.44701
92.2654, 1.44765
92.8364, 1.44852
93.4073, 1.44898
93.9782, 1.44974
94.5491, 1.45038
95.1244, 1.45085
95.6959, 1.45153
96.2667, 1.45195
96.8434, 1.4526
97.4146, 1.4535
97.9856, 1.45415
98.5566, 1.45488
99.1276, 1.45558
99.6984, 1.4561
100.276, 1.45699
100.847, 1.45779
101.418, 1.45825
101.989, 1.45915
102.564, 1.45974
103.135, 1.46037
103.715, 1.46136
104.286, 1.462
104.857, 1.46243
105.448, 1.46326
106.018, 1.46405
106.594, 1.46469
107.165, 1.46531
107.736, 1.4659
108.307, 1.46666
108.878, 1.4675
109.449, 1.46805
110.024, 1.46894
110.595, 1.46999
111.175, 1.47081
111.746, 1.47165
112.317, 1.47226
112.888, 1.47328
113.459, 1.47406
114.033, 1.47464
114.604, 1.47579
115.176, 1.47662
115.755, 1.47716
116.326, 1.47789
116.897, 1.47841
117.473, 1.47934
118.045, 1.48016
118.621, 1.48091
119.194, 1.48187
119.765, 1.48269
120.336, 1.48356
120.907, 1.48423
121.483, 1.48505
122.054, 1.48588
122.626, 1.48664
123.205, 1.4874
123.776, 1.48806
124.347, 1.489
124.923, 1.48983
